City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Lorengau,PG,-2.0226,147.2712,85.41,65,72,3.2,broken clouds
348,Vytegra,RU,61.0064,36.4481,38.1,98,100,2.98,light rain
349,Atambua,ID,-9.1061,124.8925,78.98,52,2,3.78,clear sky
350,Grand-Santi,GF,4.25,-54.3833,73.65,98,100,2.21,overcast clouds
351,Erice,IT,38.037,12.5865,62.01,100,0,5.75,clear sky
352,Port Hawkesbury,CA,45.6169,-61.3485,44.6,81,90,11.5,light rain
353,Khani,GE,41.9563,42.9566,51.8,93,20,3.44,few clouds
354,Vardo,NO,70.3705,31.1107,31.53,68,28,6.13,scattered clouds
355,Boralday,KZ,43.3578,76.8594,55.4,50,75,6.71,broken clouds
356,Puerto Colombia,CO,10.9878,-74.9547,80.6,83,75,12.66,broken clouds
357,Apiai,BR,-24.5094,-48.8425,60.03,82,77,2.21,broken clouds
358,Fuling,CN,29.7022,107.3919,60.75,93,100,1.88,overcast clouds
359,Port Keats,AU,-14.25,129.55,85.59,41,100,6.82,overcast clouds
360,Prachuap Khiri Khan,TH,12.2167,99.75,87.01,78,20,3.71,few clouds
361,Gambela,ET,8.25,34.5833,73.11,86,100,3.49,light rain
362,Mountain Brook,US,33.5009,-86.7522,61.0,67,1,3.44,clear sky
363,Vagur,FO,61.4732,-6.8119,45.05,87,100,18.59,overcast clouds
364,Plouzane,FR,48.3833,-4.6167,46.4,87,0,19.57,clear sky
365,Camacupa,AO,-12.0167,17.4833,63.05,61,95,2.48,overcast clouds
366,Celestun,MX,20.8667,-90.4,80.1,75,3,13.02,clear sky
367,Benjamin Constant,BR,-4.3831,-70.0311,75.2,94,75,4.61,broken clouds
368,Bay Roberts,CA,47.5999,-53.2648,43.0,77,7,3.0,clear sky
369,Dagana,MR,16.5165,-15.5068,71.01,47,0,11.88,clear sky
370,Waingapu,ID,-9.6567,120.2641,81.93,64,33,12.01,scattered clouds
371,Impfondo,CG,1.6381,18.0667,71.67,94,41,3.27,scattered clouds
372,Meulaboh,ID,4.1363,96.1285,79.09,79,100,2.91,overcast clouds
373,Broken Hill,AU,-31.95,141.4333,64.4,48,0,3.44,clear sky
374,Kisesa,TZ,-3.0833,34.15,62.53,92,98,4.47,overcast clouds
375,Bilma,NE,18.6853,12.9164,86.45,12,1,7.96,clear sky
376,Achit,RU,56.7985,57.8994,34.97,82,9,11.25,clear sky
377,Eufaula,US,31.8913,-85.1455,68.0,60,1,3.44,clear sky
378,Kashi,CN,39.4547,75.9797,55.4,28,20,6.71,few clouds
379,Monroe,US,43.1501,-77.6831,39.99,70,75,14.97,broken clouds
380,Mattru,SL,7.6244,-11.8332,77.5,91,100,2.95,overcast clouds
381,Rawson,AR,-43.3002,-65.1023,61.32,51,68,20.58,broken clouds
382,Bambous Virieux,MU,-20.3428,57.7575,75.2,94,75,11.5,light rain
383,Pelotas,BR,-31.7719,-52.3425,61.0,85,16,3.0,light rain
384,Poum,NC,-20.2333,164.0167,77.2,72,84,21.39,broken clouds
385,Ponta Delgada,PT,37.7333,-25.6667,59.0,77,75,10.36,broken clouds
386,Deputatskiy,RU,69.3,139.9,25.63,85,67,4.7,broken clouds
387,Bahia Blanca,AR,-38.7196,-62.2724,56.62,70,0,6.04,clear sky
388,Curuca,BR,-0.7289,-47.8481,74.82,93,73,3.87,broken clouds
389,Shakawe,BW,-18.3667,21.85,61.54,52,42,3.74,scattered clouds
390,Dutse,NG,11.7594,9.3392,81.18,47,86,7.58,overcast clouds
391,Sioux Lookout,CA,50.1001,-91.917,46.4,25,75,8.05,broken clouds
392,Cabo San Lucas,MX,22.8909,-109.9124,79.0,29,90,11.5,overcast clouds
393,Sangar,RU,63.9242,127.4739,28.0,94,100,14.52,snow
394,Guerrero Negro,MX,27.9769,-114.0611,61.59,75,100,16.33,overcast clouds
395,Marystown,CA,47.1666,-55.1483,38.91,78,77,5.59,broken clouds
396,Hirara,JP,24.8,125.2833,75.2,64,20,13.8,few clouds
397,Port Hedland,AU,-20.3167,118.5667,78.8,24,0,14.97,clear sky
398,Sombor,RS,45.7742,19.1122,51.8,43,0,9.22,clear sky
399,Nazca,PE,-14.8333,-74.95,70.66,67,5,4.72,clear sky
400,Santa Helena,BR,-2.2311,-45.3,73.51,97,96,2.19,overcast clouds
401,Mildura,AU,-34.2,142.15,68.0,52,0,1.14,clear sky
402,Dingle,PH,10.9995,122.6711,85.23,64,79,4.36,light rain
403,Nhulunbuy,AU,-12.2333,136.7667,82.4,78,90,5.75,overcast clouds
404,Luzhou,CN,28.8724,105.4405,60.3,89,100,3.49,overcast clouds
405,Takoradi,GH,4.8845,-1.7554,79.74,85,100,6.29,overcast clouds
406,Lagoa,PT,39.05,-27.9833,59.14,84,100,11.21,overcast clouds
407,Cap Malheureux,MU,-19.9842,57.6142,75.0,89,100,5.99,moderate rain
408,Radcliff,US,37.8404,-85.9491,55.4,71,1,2.71,clear sky
409,Korla,CN,41.7597,86.1469,49.73,21,26,3.74,scattered clouds
410,Takayama,JP,36.1333,137.25,55.0,35,20,14.97,few clouds
411,Tezu,IN,27.9167,96.1667,86.14,18,3,0.89,clear sky
412,Mount Isa,AU,-20.7333,139.5,82.4,42,100,16.11,overcast clouds
413,Ust-Karsk,RU,52.7011,118.8077,56.86,22,100,9.37,overcast clouds
414,Waw,SS,7.7029,27.9953,73.9,79,99,5.1,overcast clouds
415,Dalbandin,PK,28.8947,64.4101,74.21,16,1,3.09,clear sky
416,Jiaojiang,CN,28.6803,121.4428,72.0,99,6,4.83,clear sky
417,Auerbach,DE,50.5167,12.4,33.01,86,12,1.45,few clouds
418,Lompoc,US,34.6391,-120.4579,55.4,82,100,9.22,overcast clouds
419,Marzuq,YE,14.4,46.4667,68.16,69,85,6.04,overcast clouds
420,Shache,CN,38.4167,77.2406,57.45,24,0,8.66,clear sky
421,Sur,OM,22.5667,59.5289,83.17,43,10,7.25,clear sky
422,Bandarbeyla,SO,9.4942,50.8122,81.7,73,100,7.05,overcast clouds
423,Mayumba,GA,-3.432,10.6554,77.13,88,58,2.1,moderate rain
424,Jiangyou,CN,31.7667,104.7167,61.45,78,100,1.52,overcast clouds
425,Sumbe,AO,-11.2061,13.8437,78.78,88,90,6.17,overcast clouds
426,Kalemie,CD,-5.9475,29.1947,70.48,89,100,2.95,light rain
427,Jacareacanga,BR,-6.2222,-57.7528,74.39,96,22,1.54,few clouds
428,Tomatlan,MX,19.9333,-105.25,79.75,60,100,6.76,overcast clouds
429,Tiruvannamalai,IN,12.2167,79.0667,79.92,80,67,4.16,broken clouds
430,Fairbanks,US,64.8378,-147.7164,66.2,29,1,4.61,haze
431,San Patricio,US,28.017,-97.5169,75.0,78,75,11.5,broken clouds
432,Sambava,MG,-14.2667,50.1667,73.22,88,99,8.16,overcast clouds
433,Formosa,AR,-26.1775,-58.1781,62.6,94,0,2.3,clear sky
434,Ouesso,CG,1.6136,16.0517,73.58,82,99,1.34,light rain
435,Parnamirim,BR,-5.9156,-35.2628,80.6,78,20,9.22,few clouds
436,Sorong,ID,-0.8833,131.25,82.92,70,73,5.17,broken clouds
437,Araouane,ML,18.9048,-3.5265,88.29,14,4,5.79,clear sky
438,Mandalgovi,MN,45.7625,106.2708,29.55,86,99,25.14,light snow
439,Kavaratti,IN,10.5669,72.642,83.7,73,35,6.08,scattered clouds
440,Bedesa,ET,8.9,40.7833,62.1,91,100,3.8,moderate rain
441,Ornskoldsvik,SE,63.2909,18.7153,32.0,55,90,9.22,overcast clouds
442,Marquette,US,46.5333,-87.6335,32.0,56,93,1.99,overcast clouds
443,Sapa,PH,5.1544,120.3241,83.7,68,10,1.43,clear sky
444,Astana,KZ,51.1801,71.446,44.6,76,0,8.95,clear sky
445,Mitzic,GA,0.7821,11.549,69.37,96,97,1.92,light rain
446,Birin,NP,26.8865,88.0718,67.75,26,3,3.53,clear sky
447,Stony Mountain,CA,50.0864,-97.2196,46.4,49,90,21.85,overcast clouds
448,Senador Pompeu,BR,-5.5881,-39.3717,73.45,80,11,1.88,few clouds
449,Clyde River,CA,70.4692,-68.5914,23.0,100,90,26.46,mist
450,Lata,PT,40.1629,-8.3327,57.99,88,20,5.75,few clouds
451,Berdigestyakh,RU,62.0989,126.6992,34.97,99,100,6.04,overcast clouds
452,Wajima,JP,37.4,136.9,48.2,40,20,9.22,few clouds
453,Requena,ES,39.4883,-1.1004,57.0,84,100,7.0,moderate rain
454,Dali,CN,25.7,100.1833,67.89,31,0,3.42,clear sky
455,Katobu,ID,-4.9408,122.5276,84.36,62,79,4.9,broken clouds
456,Sola,VU,-13.8833,167.55,89.6,74,40,2.3,scattered clouds
457,Mackay,AU,-21.15,149.2,77.0,73,75,14.97,broken clouds
458,Shimoda,JP,34.6667,138.95,55.4,38,20,25.32,few clouds
459,Ilo,PE,-17.6394,-71.3375,67.19,83,32,4.97,scattered clouds
460,Praya,CV,14.9215,-23.5087,69.8,73,75,16.11,broken clouds
461,Ikom,NG,5.9667,8.7063,74.1,97,100,0.63,moderate rain
462,Walvis Bay,NA,-22.9575,14.5053,61.0,94,72,1.14,broken clouds
463,Arroyo,ES,41.6096,-4.7969,51.01,100,0,5.75,clear sky
464,Matagami,CA,49.7502,-77.6328,21.2,86,90,17.27,light snow
465,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.46,89,99,4.74,overcast clouds
466,Tabuk,PH,17.4189,121.4443,79.63,61,12,4.23,few clouds
467,Pasighat,IN,28.0667,95.3333,82.33,30,0,2.26,clear sky
468,Gander,CA,48.9682,-54.5906,44.6,57,20,2.3,few clouds
469,Rio De Janeiro,BR,-22.9028,-43.2075,75.2,83,20,2.3,few clouds
470,Pemba,MZ,-12.974,40.5178,73.4,94,75,8.05,broken clouds
471,Fethiye,TR,36.6217,29.1164,62.6,77,0,11.5,clear sky
472,Teya,RU,60.3778,92.6267,33.58,74,86,6.44,overcast clouds
473,Peleduy,RU,59.6289,112.7406,34.18,94,100,11.34,light snow
474,Ust-Tarka,RU,55.5672,75.705,43.0,54,95,12.24,overcast clouds
475,Padang,ID,-0.9492,100.3543,80.6,78,96,2.13,overcast clouds
476,Dhanaula,IN,30.2833,75.5833,76.55,16,0,2.57,clear sky
477,Auki,SB,-8.7676,160.7034,85.21,71,100,4.88,overcast clouds
478,San Nicolas,PH,18.1725,120.5953,84.2,58,75,4.61,broken clouds
479,Tabou,CI,4.423,-7.3528,76.53,88,100,3.85,overcast clouds
480,Bogo,PH,11.0517,124.0055,82.89,71,55,7.27,broken clouds
481,Kuching,MY,1.55,110.3333,80.6,89,20,2.3,few clouds
482,Gonen,TR,40.1049,27.654,54.0,81,40,16.11,scattered clouds
483,Malakal,SS,9.5334,31.6605,75.25,77,100,7.9,overcast clouds
484,Thinadhoo,MV,0.5333,72.9333,82.2,64,75,4.14,broken clouds
485,Peniche,PT,39.3558,-9.3811,57.99,90,95,8.99,overcast clouds
486,Constitucion,CL,-35.3333,-72.4167,56.97,81,0,10.16,clear sky
487,Matara,LK,5.9485,80.5353,76.91,88,100,3.27,overcast clouds
488,Preobrazheniye,RU,42.9019,133.9064,47.08,45,7,7.87,clear sky
489,Rhyl,GB,53.3196,-3.4886,43.0,78,7,3.0,clear sky
490,Morant Bay,JM,17.8815,-76.4093,80.6,78,20,4.61,few clouds
491,Mitsamiouli,KM,-11.3847,43.2844,80.47,76,100,5.26,overcast clouds
492,Katsuura,JP,35.1333,140.3,57.0,35,0,17.27,clear sky
493,Ormara,PK,25.2088,64.6357,80.96,69,5,3.47,clear sky
494,Anadyr,RU,64.75,177.4833,26.6,93,90,2.24,fog
495,Dunedin,NZ,-45.8742,170.5036,61.0,32,50,23.0,scattered clouds
496,Jalu,LY,29.0331,21.5482,62.73,54,0,10.67,clear sky
497,Namatanai,PG,-3.6667,152.4333,83.86,68,100,3.42,overcast clouds
498,Lumut,MY,4.2323,100.6298,77.0,94,20,3.49,few clouds
499,Gwadar,PK,25.1216,62.3254,80.1,69,99,3.91,overcast clouds
500,Manyana,BW,-23.4,21.7167,61.65,31,3,3.74,clear sky
501,Fasa,IR,28.9383,53.6482,60.8,44,0,4.61,clear sky
502,Boyolangu,ID,-8.1181,111.8935,80.13,77,51,1.79,broken clouds
503,Pingdingshan,CN,33.7385,113.3012,58.3,73,98,3.2,overcast clouds
504,Petropavl,KZ,54.8753,69.1628,43.75,74,100,9.08,overcast clouds
505,Manicore,BR,-5.8092,-61.3003,78.8,94,75,4.61,moderate rain
506,Svetlyy,RU,54.675,20.1347,34.0,93,40,6.71,light snow
507,Yeppoon,AU,-23.1333,150.7333,77.0,47,40,11.5,scattered clouds
508,Riachao,BR,-7.3619,-46.6172,73.2,87,100,2.66,overcast clouds
509,Grindavik,IS,63.8424,-22.4338,39.2,93,0,14.97,clear sky
510,Coahuayana,MX,18.7333,-103.6833,78.8,50,40,11.5,scattered clouds
511,Zeya,RU,53.75,127.2667,51.44,38,100,6.17,overcast clouds
512,General Pico,AR,-35.6566,-63.7568,51.96,74,0,5.06,clear sky
513,Powell River,CA,49.8496,-124.5361,53.6,76,75,6.91,broken clouds
514,Adre,TD,13.4667,22.2,80.4,17,76,9.01,broken clouds
515,Fujin,CN,47.26,132.0322,52.54,22,75,6.93,broken clouds
516,Kamaishi,JP,39.2667,141.8833,48.2,43,40,16.11,scattered clouds
517,Tuatapere,NZ,-46.1333,167.6833,46.0,91,100,11.99,overcast clouds
518,Xai-Xai,MZ,-25.0519,33.6442,69.78,88,0,3.31,clear sky
519,Siniscola,IT,40.5719,9.6922,48.2,93,0,1.14,clear sky
520,Shostka,UA,51.863,33.4698,33.35,61,100,1.14,overcast clouds
521,Namibe,AO,-15.1961,12.1522,76.05,68,0,10.31,clear sky
522,Barbacena,BR,-21.2258,-43.7736,66.0,95,46,2.77,scattered clouds
523,Antalaha,MG,-14.9003,50.2788,71.98,89,100,5.7,overcast clouds
524,Kismayo,SO,-0.3582,42.5454,82.26,77,100,10.74,overcast clouds
525,Urumqi,CN,43.801,87.6005,41.0,38,0,2.24,clear sky
526,Port Augusta,AU,-32.5,137.7667,64.4,72,4,4.61,clear sky
527,Mnogovershinnyy,RU,53.9353,139.9242,30.74,72,59,5.37,broken clouds
528,Nyurba,RU,63.2842,118.3319,33.17,90,100,8.63,overcast clouds
529,Niquero,CU,20.0431,-77.5828,78.21,77,100,0.89,overcast clouds
530,Lyuban,BY,52.7985,28.0048,29.41,85,15,6.4,few clouds
531,Noshiro,JP,40.2039,140.0242,46.4,57,40,3.44,scattered clouds
532,Nouadhibou,MR,20.931,-17.0347,64.4,88,0,16.11,clear sky
533,Gamba,GA,-2.65,10.0,77.81,87,54,1.57,broken clouds
534,Tema,GH,5.667,-0.0166,84.2,84,20,8.05,light rain
535,San Pedro,PH,14.35,121.0167,82.99,65,75,8.05,broken clouds
536,Maceio,BR,-9.6658,-35.7353,73.4,94,20,1.14,few clouds
537,Shubarshi,KZ,48.5872,57.1869,49.87,82,100,10.31,overcast clouds
538,Nikki,BJ,9.9401,3.2108,75.67,76,90,8.25,light rain
539,Antofagasta,CL,-23.65,-70.4,60.8,82,0,4.61,clear sky
540,Wucheng,CN,29.6008,118.175,63.99,91,100,1.57,overcast clouds
541,Kutum,SD,14.2,24.6667,76.17,15,41,11.07,scattered clouds
542,Inirida,CO,3.8653,-67.9239,74.89,95,100,1.77,moderate rain
543,Buraydah,SA,26.326,43.975,78.8,44,40,9.22,scattered clouds
544,Pichayevo,RU,53.2363,42.2032,35.55,84,76,9.6,broken clouds
545,Badoc,PH,17.9265,120.4764,84.2,58,75,4.61,broken clouds
546,Port Macquarie,AU,-31.4333,152.9167,71.01,61,0,1.99,clear sky
547,Grand Gaube,MU,-20.0064,57.6608,75.0,89,100,5.99,moderate rain
548,Turbo,CO,8.0937,-76.7269,79.56,87,100,9.06,overcast clouds
549,Zhigansk,RU,66.7697,123.3711,32.58,99,100,6.85,snow
550,Teeli,RU,51.0333,90.2333,33.08,38,14,3.0,few clouds
551,Imbituba,BR,-28.24,-48.6703,69.8,83,75,3.44,broken clouds
552,Gravdal,NO,68.1214,13.5031,36.77,63,96,7.34,overcast clouds
553,Cayenne,GF,4.9333,-52.3333,81.0,83,40,6.91,scattered clouds
554,Ust-Koksa,RU,50.2696,85.6108,30.63,64,100,2.64,overcast clouds
555,Upington,ZA,-28.4478,21.2561,60.8,36,0,1.14,clear sky
556,Cockburn Town,TC,21.4612,-71.1419,78.8,73,40,11.5,scattered clouds
557,Ambagarh Chauki,IN,20.7833,80.7167,82.47,19,1,4.23,clear sky
558,Shelburne,CA,44.0787,-80.2041,34.0,76,96,13.0,overcast clouds
559,Ngawen,ID,-7.0032,111.3129,79.14,82,0,7.18,clear sky
560,Aryiropoulion,GR,39.8333,22.3,50.0,93,0,2.33,clear sky
561,Batagay-Alyta,RU,67.8006,130.4114,27.03,78,100,3.11,overcast clouds
562,Skeldon,GY,5.8833,-57.1333,75.65,92,100,6.29,overcast clouds
563,Saint Anthony,US,45.0205,-93.218,43.0,52,90,9.22,overcast clouds
564,Bo Phloi,TH,14.3236,99.5161,83.7,64,99,4.76,overcast clouds
565,Atar,MR,20.5169,-13.0499,77.36,21,0,3.49,clear sky
566,Ongole,IN,15.5,80.05,79.12,85,5,6.49,clear sky
567,Waipawa,NZ,-41.4122,175.5153,60.8,51,42,14.97,scattered clouds
568,Makakilo City,US,21.3469,-158.0858,82.4,54,90,10.36,overcast clouds
569,Rocha,UY,-34.4833,-54.3333,58.37,77,62,8.16,broken clouds
570,Ilulissat,GL,69.2167,-51.1,48.2,43,75,19.57,broken clouds
571,Mulchen,CL,-37.7167,-72.2333,53.62,72,0,4.59,clear sky
572,Yefremov,RU,53.1481,38.0992,31.71,76,0,7.07,clear sky
573,Tirano,IT,46.2154,10.1679,57.99,50,100,3.96,overcast clouds
574,Porto Nacional,BR,-10.7081,-48.4172,73.4,100,75,3.44,broken clouds
575,Verkhnevilyuysk,RU,63.4453,120.3167,33.87,93,100,6.62,overcast clouds
576,Irbeyskoye,RU,55.6428,95.4522,38.43,83,76,11.74,broken clouds
577,Kincardine,GB,56.0667,-3.7167,44.01,87,0,2.3,clear sky
578,Quetta,PK,30.199,67.0097,62.29,24,0,2.66,clear sky
579,Bend,US,44.0582,-121.3153,42.8,75,75,5.75,broken clouds
580,Banyo,CM,6.75,11.8167,67.44,76,84,2.51,broken clouds
581,San Ramon,US,37.7799,-121.978,57.0,82,90,10.36,overcast clouds
582,Nedryhayliv,UA,50.834,33.8763,34.75,97,100,5.7,snow
583,Lakes Entrance,AU,-37.8811,147.981,63.0,67,12,1.01,few clouds
584,Jinxiang,CN,27.4327,120.6062,65.5,76,54,6.91,broken clouds
585,Alofi,NU,-19.0595,-169.9187,86.0,70,96,6.91,overcast clouds
586,Prado,BR,-17.3411,-39.2208,76.51,83,0,8.3,clear sky
587,Sorland,NO,67.667,12.6934,37.62,61,100,9.35,overcast clouds
588,Juegang,CN,32.3174,121.1855,63.46,64,8,9.64,clear sky
589,Pitea,SE,65.3172,21.4794,30.2,64,90,11.5,overcast clouds
590,Lohja,FI,60.2486,24.0653,34.0,100,100,5.99,light snow
591,Capinopolis,BR,-18.6819,-49.5697,71.01,33,84,1.88,broken clouds
592,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.4,100,90,8.95,light snow
593,Shitanjing,CN,39.2342,106.3439,41.9,22,14,23.44,few clouds
594,Machinga,MW,-15.1685,35.3,64.36,93,18,3.15,few clouds
595,Vanavara,RU,60.34,102.2797,33.28,80,59,11.27,broken clouds
596,Kieta,PG,-6.2167,155.6333,86.14,63,37,6.13,scattered clouds
597,Javanrud,IR,34.7961,46.5172,59.43,35,82,4.36,broken clouds
598,Tateyama,JP,34.9833,139.8667,55.4,35,0,17.27,clear sky
599,Copiapo,CL,-27.3667,-70.3333,60.8,77,90,8.05,overcast clouds
600,Xuddur,SO,4.1213,43.8894,74.08,84,100,11.01,overcast clouds
601,Mercedes,AR,-34.6515,-59.4307,55.0,82,100,5.06,overcast clouds
602,Voh,NC,-20.9667,164.7,77.88,68,70,10.54,broken clouds
603,Goderich,CA,43.7501,-81.7165,33.8,69,3,12.66,clear sky
604,Vestmannaeyjar,IS,63.4427,-20.2734,44.28,80,0,7.63,clear sky
605,Ahuimanu,US,21.4447,-157.8378,82.4,61,40,12.66,scattered clouds
606,Severomuysk,RU,56.1481,113.4267,24.28,85,100,5.97,overcast clouds
607,Novoomskiy,RU,54.8415,73.3017,42.8,33,0,6.71,clear sky
608,Launceston,AU,-41.45,147.1667,64.99,63,16,9.22,few clouds
609,Cilegon,ID,-6.0174,106.0538,84.2,70,20,4.61,few clouds
610,Cabedelo,BR,-6.9811,-34.8339,77.0,94,20,3.44,few clouds
611,Sri Aman,MY,1.2376,111.4621,77.0,94,20,1.86,few clouds
612,Natal,BR,-5.795,-35.2094,80.6,78,20,9.22,few clouds
613,Karasjok,NO,69.4719,25.5112,33.8,75,90,4.61,overcast clouds
614,Mayskiy,RU,47.6931,40.1025,46.4,57,20,6.71,light rain
615,Belaya Gora,RU,68.5333,146.4167,24.96,74,91,13.06,overcast clouds
616,Visby,SE,57.6409,18.296,35.6,75,40,14.97,scattered clouds
617,Maragogi,BR,-9.0122,-35.2225,77.74,83,36,6.29,scattered clouds
618,Westport,US,41.1415,-73.3579,55.4,67,1,4.97,clear sky
619,Yantal,RU,56.8471,105.2542,33.44,87,100,8.7,overcast clouds
620,Lincoln,US,40.8,-96.667,72.0,46,1,12.66,clear sky
621,Punta,PH,8.9897,125.34,84.63,64,51,4.61,broken clouds
622,Sayat,TM,38.7839,63.8803,60.8,39,0,6.91,clear sky
623,Bezhetsk,RU,57.7851,36.6965,32.81,86,100,13.24,snow
624,Lazaro Cardenas,MX,17.9583,-102.2,79.36,65,100,7.38,overcast clouds
625,Porto Novo,BJ,6.4965,2.6036,80.62,82,94,5.03,light rain
626,Daltenganj,IN,24.0333,84.0667,79.56,12,2,3.44,clear sky
627,Tshikapa,CD,-6.4167,20.8,71.01,96,100,0.54,light rain
628,Roebourne,AU,-20.7833,117.1333,82.31,29,0,12.48,clear sky
629,Antsohihy,MG,-14.8796,47.9875,71.17,90,100,3.96,overcast clouds
630,Reo,BF,12.3167,-2.4667,89.67,26,17,6.8,few clouds
631,Oyem,GA,1.5995,11.5793,68.88,97,100,0.96,light rain
632,Gurun,MY,5.8172,100.4738,82.0,89,20,5.75,few clouds
633,Sorkjosen,NO,69.8,20.9333,28.98,96,100,8.01,light snow
634,Necochea,AR,-38.5473,-58.7368,55.99,86,79,6.08,broken clouds
635,Paamiut,GL,61.994,-49.6678,36.37,96,100,4.5,light rain
636,Mandera,KE,3.9366,41.867,79.23,71,57,5.97,light rain
637,Skjervoy,NO,70.0311,20.9714,33.98,92,100,15.03,light snow
638,Pringsewu,ID,-5.3582,104.9744,78.28,85,5,0.76,clear sky
639,Maungaturoto,NZ,-36.1,174.3667,66.0,71,28,8.01,scattered clouds
640,Turkistan,KZ,43.0,68.0,57.13,32,5,9.31,clear sky
641,High Level,CA,58.5169,-117.136,42.8,42,75,6.91,broken clouds
642,Hearst,CA,49.6835,-83.6665,28.4,54,6,2.3,clear sky
643,Jackson,US,42.4165,-122.8345,52.0,71,90,4.61,overcast clouds
644,Opuwo,NA,-18.0607,13.84,63.03,58,0,3.49,clear sky
645,Yei,SS,4.095,30.6779,67.06,95,100,4.27,overcast clouds
646,Bar Harbor,US,44.3876,-68.2039,46.4,93,90,6.91,overcast clouds
647,Khor,RU,47.8861,134.9464,52.43,21,38,10.96,scattered clouds
648,Port-Cartier,CA,50.0334,-66.8654,41.0,75,75,5.75,broken clouds
649,Stonewall,CA,50.1344,-97.3268,46.4,49,90,21.85,overcast clouds
650,Manggar,ID,-2.8833,108.2667,84.7,67,0,8.14,clear sky
651,Annau,TM,37.8876,58.516,62.6,48,2,7.72,clear sky
652,Mozarlandia,BR,-14.7447,-50.5706,75.76,61,58,6.08,broken clouds
653,San Jeronimo,PE,-11.9472,-75.2829,51.39,86,100,3.06,overcast clouds
654,Tancitaro,MX,19.3333,-102.3667,80.6,32,40,6.91,scattered clouds
655,Athabasca,CA,54.7169,-113.2854,48.2,23,100,10.36,overcast clouds
656,Bhatkal,IN,13.9667,74.5667,81.48,79,8,3.85,clear sky
657,Kawalu,ID,-7.3817,108.2082,77.05,81,55,0.72,broken clouds
658,Sohag,EG,26.557,31.6948,82.4,18,0,12.66,clear sky
659,Xinmin,CN,41.9908,122.8253,60.8,29,0,4.47,clear sky
660,Gulariya,NP,28.2333,81.3333,73.99,58,0,1.01,clear sky
661,Warmbad,NA,-28.45,18.7333,68.0,43,100,5.1,overcast clouds
662,Zapolyarnyy,RU,69.4154,30.8136,24.8,74,40,3.44,scattered clouds
663,Pangody,RU,65.85,74.4859,32.95,95,100,14.38,overcast clouds
664,Qaqortoq,GL,60.7167,-46.0333,50.0,32,75,33.38,light rain
665,Wamba,NG,8.9333,8.6,76.1,78,100,2.71,overcast clouds
666,Toropets,RU,56.4978,31.6353,30.96,92,99,7.96,overcast clouds
667,Vega De Alatorre,MX,20.0333,-96.6333,78.44,80,7,4.09,clear sky
668,Adet,ET,11.2644,37.4888,57.16,86,94,2.86,light rain
669,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.48,97,65,1.1,very heavy rain
670,Bacungan,PH,9.9106,118.7022,82.4,74,75,6.91,broken clouds
671,Leshukonskoye,RU,64.8989,45.7622,39.47,94,100,5.23,overcast clouds
672,Okhotsk,RU,59.3833,143.3,24.84,60,5,7.38,clear sky
673,Loralai,PK,30.3705,68.598,67.1,32,0,5.32,clear sky
674,Menongue,AO,-14.6585,17.691,60.1,56,44,3.38,scattered clouds
675,Flin Flon,CA,54.7682,-101.865,34.3,57,100,6.82,overcast clouds
676,Khandyga,RU,62.6667,135.6,29.34,83,100,6.58,overcast clouds
677,Coihaique,CL,-45.5752,-72.0662,55.4,58,75,8.05,broken clouds
678,Port-Gentil,GA,-0.7193,8.7815,82.26,77,7,6.35,clear sky
679,Orocue,CO,4.7912,-71.3354,86.36,53,97,4.88,overcast clouds
680,Candolim,IN,15.5181,73.7626,82.33,70,95,4.74,overcast clouds
681,Samfya,ZM,-11.3649,29.5565,66.49,80,69,7.23,broken clouds
682,Verkhnyaya Maksakovka,RU,61.635,50.9674,39.2,87,90,8.95,overcast clouds
683,Strezhevoy,RU,60.7333,77.5889,35.6,69,0,8.95,clear sky
684,Kargasok,RU,59.0556,80.8572,35.96,95,100,6.8,overcast clouds
685,Sosnovka,RU,56.255,51.2842,36.9,75,100,15.77,overcast clouds
686,Houston,US,29.7633,-95.3633,73.99,56,20,12.66,few clouds
687,Half Moon Bay,US,37.4636,-122.4286,57.2,82,90,8.05,haze
688,Fare,PF,-16.7,-151.0167,81.39,64,0,2.68,clear sky
689,North Bend,US,43.4065,-124.2243,50.0,93,90,12.66,overcast clouds
690,Miles City,US,46.4083,-105.8406,55.4,47,90,12.66,overcast clouds
691,Paignton,GB,50.4357,-3.5679,44.01,58,100,1.01,overcast clouds
692,Arkhangelskoye,RU,55.8549,35.3287,28.51,88,9,9.19,clear sky
693,Inhuma,BR,-6.6683,-41.7078,72.55,83,17,3.53,few clouds
694,Chumikan,RU,54.7183,135.315,39.61,70,91,8.37,overcast clouds
695,Murray Bridge,AU,-35.1167,139.2667,61.0,86,0,2.68,clear sky
696,Noumea,NC,-22.2763,166.4572,77.0,69,40,13.8,scattered clouds
697,Heihe,CN,50.2441,127.4902,55.4,30,20,8.95,few clouds
698,Camacha,PT,33.0833,-16.3333,62.6,77,40,17.27,scattered clouds
699,Syedove,UA,47.0768,38.156,46.99,100,100,8.01,overcast clouds
700,Sawtell,AU,-30.3833,153.1,69.8,64,3,12.66,clear sky
